2.99924e-09, 3.10976e-18, 1.08377e-27, 1.79419e-37, 9.837e-58, 3.35443e-100, 8.41766e-156, 1.15158e-272, 0
7.03936e-08, 4.84585e-16, 1.18185e-24, 1.40968e-33, 4.22655e-52, 4.87251e-91, 3.52418e-142, 3.96903e-250, 0
0.00571636, 1.6974e-05, 4.43415e-08, 1.07044e-10, 4.18403e-16, 5.5264e-28, 1.33161e-44, 7.38895e-82, 5.01381e-189
0.0317485, 0.000565135, 8.95979e-06, 1.33235e-07, 2.27321e-11, 9.60138e-20, 6.65973e-32, 2.8186e-60, 2.181e-145
0.0672472, 0.00270518, 9.76349e-05, 3.33149e-06, 3.17786e-09, 5.62249e-16, 5.12988e-26, 4.02008e-50, 1.34377e-124
0.105731, 0.00705578, 0.00042522, 2.42945e-05, 6.55001e-08, 9.67551e-14, 3.56838e-23, 7.31856e-46, 9.5209e-117
0.144156, 0.0137203, 0.00118599, 9.70374e-05, 5.17529e-07, 2.51113e-12, 1.34259e-20, 3.37644e-41, 3.97275e-107
0.181104, 0.022501, 0.00255288, 0.000273871, 2.44702e-06, 2.99221e-11, 4.76891e-19, 1.01156e-38, 1.82983e-102
0.215942, 0.0330693, 0.00464847, 0.000617654, 8.32207e-06, 2.16886e-10, 8.60452e-18, 1.08994e-36, 1.32156e-98
0.24847, 0.0450659, 0.00753977, 0.00119283, 2.25461e-05, 1.11452e-09, 9.68115e-17, 5.72053e-35, 2.56042e-95
0.278688, 0.0581505, 0.0112518, 0.00208383, 5.17798e-05, 4.45217e-09, 7.68102e-16, 1.75229e-33, 1.82444e-92
0.306694, 0.0720232, 0.0157779, 0.00332031, 0.000114679, 1.94388e-08, 8.75103e-15, 1.26997e-31, 9.67876e-89
0.332634, 0.0864314, 0.021054, 0.00495497, 0.000228528, 8.66398e-08, 1.24209e-13, 2.11257e-29, 9.31442e-84
0.356666, 0.101167, 0.0270189, 0.00699997, 0.000404894, 3.17171e-07, 1.29155e-12, 1.90651e-27, 2.43672e-79
0.378961, 0.11606, 0.0336017, 0.00946566, 0.000676423, 9.78547e-07, 1.02344e-11, 1.18036e-25, 3.12071e-75
0.399667, 0.130979, 0.0407252, 0.0123518, 0.00105558, 2.55345e-06, 6.49324e-11, 5.26877e-24, 2.01415e-71
0.418928, 0.145819, 0.048314, 0.0156491, 0.00155243, 6.21262e-06, 3.39979e-10, 1.5698e-22, 5.7945e-68
0.436875, 0.160499, 0.0562963, 0.0193415, 0.00218312, 1.31355e-05, 1.50278e-09, 3.6827e-21, 1.1789e-64
0.453625, 0.174958, 0.0646045, 0.0234081, 0.00296159, 2.63657e-05, 5.69011e-09, 7.12322e-20, 1.49028e-61
0.469287, 0.18915, 0.0731768, 0.0278246, 0.00389946, 4.67853e-05, 1.89348e-08, 1.03781e-18, 1.11926e-58
0.48396, 0.203041, 0.081957, 0.0325631, 0.00500591, 8.18899e-05, 5.88835e-08, 1.20519e-17, 5.53733e-56
0.497721, 0.216609, 0.0908951, 0.0375955, 0.00628775, 0.000132805, 1.62226e-07, 1.27676e-16, 2.30645e-53
0.510655, 0.229838, 0.0999463, 0.0428936, 0.00774942, 0.000201777, 4.02035e-07, 1.13161e-15, 6.67829e-51
0.522831, 0.242718, 0.109072, 0.0484294, 0.00939325, 0.000292531, 9.46646e-07, 8.40642e-15, 1.38165e-48
0.53431, 0.255246, 0.118237, 0.0541757, 0.0112195, 0.000425596, 1.94669e-06, 5.38229e-14, 2.08201e-46
0.545149, 0.267421, 0.127412, 0.0601065, 0.0132269, 0.000590277, 4.04021e-06, 3.02699e-13, 2.74329e-44
0.5554, 0.279245, 0.136572, 0.066197, 0.0154135, 0.000790917, 7.34326e-06, 1.51677e-12, 2.91949e-42
0.565106, 0.290722, 0.145694, 0.0724242, 0.0177737, 0.00103234, 1.33271e-05, 6.84747e-12, 2.43545e-40
0.574309, 0.30186, 0.154759, 0.0787664, 0.0203021, 0.0013191, 2.25445e-05, 2.83947e-11, 1.6077e-38
0.583049, 0.312664, 0.163752, 0.0852035, 0.0229926, 0.00165547, 3.51786e-05, 1.061e-10, 8.38246e-37
0.591356, 0.323145, 0.172659, 0.0917173, 0.0258384, 0.00204547, 5.56642e-05, 3.64642e-10, 4.13426e-35
0.599261, 0.33331, 0.181468, 0.0982906, 0.028832, 0.00249277, 8.39798e-05, 1.16446e-09, 1.69696e-33
0.606793, 0.34317, 0.190172, 0.104908, 0.0319656, 0.00300075, 0.000119876, 3.44621e-09, 5.74433e-32
0.613978, 0.352733, 0.19876, 0.111556, 0.0352313, 0.00357239, 0.000164748, 9.46461e-09, 1.58647e-30
0.620836, 0.36201, 0.207229, 0.118221, 0.0386208, 0.00421033, 0.000221554, 2.40745e-08, 3.99622e-29
0.62739, 0.37101, 0.215573, 0.124892, 0.0421259, 0.00491678, 0.000303119, 5.62709e-08, 9.05955e-28
0.633659, 0.379743, 0.223787, 0.131559, 0.0457385, 0.00569359, 0.000398063, 1.21807e-07, 1.70865e-26
0.639663, 0.388219, 0.23187, 0.138213, 0.0494505, 0.00654258, 0.000508911, 2.64983e-07, 2.70872e-25
0.645416, 0.396445, 0.23982, 0.144845, 0.0532541, 0.00746544, 0.000637797, 5.31273e-07, 4.23548e-24
0.650933, 0.404433, 0.247634, 0.151447, 0.0571415, 0.00846164, 0.0007867, 1.00528e-06, 5.4786e-23
0.656229, 0.41219, 0.255313, 0.158014, 0.0611053, 0.00953163, 0.00095753, 1.83227e-06, 6.25099e-22
0.661318, 0.419724, 0.262857, 0.164539, 0.0651384, 0.0106756, 0.00115212, 3.23051e-06, 6.75979e-21
0.666211, 0.427045, 0.270265, 0.171018, 0.0692338, 0.0118932, 0.00137224, 5.28778e-06, 5.95744e-20
0.670919, 0.43416, 0.277539, 0.177446, 0.073385, 0.0131841, 0.00161959, 8.496e-06, 5.32192e-19
0.675451, 0.441077, 0.284679, 0.183819, 0.0775857, 0.0145474, 0.00189578, 1.3688e-05, 3.84536e-18
0.679818, 0.447802, 0.291687, 0.190133, 0.0818299, 0.0159822, 0.00220233, 2.02397e-05, 2.7893e-17
0.68403, 0.454344, 0.298565, 0.196387, 0.086112, 0.0174873, 0.00254068, 2.90992e-05, 1.72016e-16
0.688093, 0.460708, 0.305314, 0.202577, 0.0904266, 0.0190613, 0.00291216, 4.26807e-05, 9.66608e-16
0.692016, 0.466902, 0.311935, 0.208701, 0.0947686, 0.0207026, 0.00331796, 5.9996e-05, 5.31251e-15
0.695805, 0.472931, 0.318432, 0.214757, 0.0991334, 0.0224096, 0.00375999, 8.05617e-05, 2.52825e-14
0.699467, 0.478802, 0.324806, 0.220744, 0.103516, 0.0241804, 0.00423902, 0.000104924, 1.08526e-13
0.703009, 0.48452, 0.331059, 0.226662, 0.107913, 0.0260131, 0.00475501, 0.000133587, 4.55932e-13
0.706436, 0.490091, 0.337194, 0.232508, 0.112321, 0.0279057, 0.00530879, 0.000174001, 1.79077e-12
0.709754, 0.49552, 0.343213, 0.238283, 0.116734, 0.0298562, 0.00590103, 0.00022452, 6.41174e-12
0.712968, 0.500812, 0.349117, 0.243985, 0.121151, 0.0318625, 0.00653228, 0.000280589, 2.12739e-11
0.716082, 0.505972, 0.354911, 0.249615, 0.125567, 0.0339223, 0.00720297, 0.000343411, 6.59476e-11
0.719101, 0.511004, 0.360595, 0.255172, 0.12998, 0.0360336, 0.00791339, 0.000413924, 1.92083e-10
