2.99884e-09, 1.76418e-18, 1.96856e-28, 6.83241e-39, 6.51991e-61, 5.84719e-108, 1.70213e-170, 1.94869e-303, 0
6.30089e-08, 2.18479e-16, 1.5225e-25, 3.25686e-35, 1.07449e-55, 8.30075e-100, 7.76574e-159, 5.14735e-285, 0
0.0139104, 0.000562452, 3.23916e-05, 2.1121e-06, 8.16162e-09, 1.29494e-14, 3.20823e-25, 2.62965e-50, 3.95119e-135
0.0669948, 0.0104338, 0.00207578, 0.00045211, 1.81708e-05, 5.30591e-09, 2.45761e-15, 5.37363e-34, 3.19268e-104
0.127849, 0.0328914, 0.0102103, 0.00340764, 0.000395396, 2.17683e-06, 8.2036e-11, 2.06095e-25, 1.00337e-85
0.185418, 0.062545, 0.0245767, 0.0102542, 0.00189589, 4.55518e-05, 2.89645e-08, 4.25356e-20, 9.4204e-74
0.237072, 0.0948551, 0.043167, 0.0206517, 0.00497415, 0.000254363, 1.0515e-06, 1.82962e-16, 4.96972e-65
0.282648, 0.127217, 0.0640066, 0.0336075, 0.009666, 0.000776174, 1.0643e-05, 7.40555e-14, 1.39511e-58
0.322712, 0.158318, 0.0856825, 0.0481104, 0.0157395, 0.00167319, 5.51858e-05, 7.09428e-12, 1.98057e-53
0.357989, 0.187571, 0.107303, 0.0634149, 0.02287, 0.00296059, 0.000166274, 2.75578e-10, 2.30658e-49
0.389172, 0.214777, 0.128347, 0.0789589, 0.0307288, 0.00463419, 0.000369484, 5.00145e-09, 9.30104e-46
0.416868, 0.239935, 0.148513, 0.0943748, 0.0390672, 0.00666051, 0.000648733, 4.63273e-08, 8.79571e-43
0.441591, 0.263141, 0.167659, 0.109424, 0.0476642, 0.00899094, 0.00101386, 2.89606e-07, 4.99492e-40
0.463771, 0.284531, 0.185735, 0.123967, 0.0563528, 0.0115724, 0.00147082, 1.32991e-06, 1.73064e-37
0.483765, 0.304258, 0.202745, 0.137918, 0.0650107, 0.0143256, 0.00201142, 4.16614e-06, 2.60185e-35
0.501869, 0.322471, 0.218721, 0.151241, 0.07355, 0.0172353, 0.0026294, 1.21235e-05, 2.04529e-33
0.518339, 0.339314, 0.233715, 0.16392, 0.0819092, 0.0202551, 0.00331867, 2.83265e-05, 1.11787e-31
0.533369, 0.354917, 0.247785, 0.175964, 0.0900471, 0.0233481, 0.00407166, 5.11552e-05, 3.88412e-30
0.547141, 0.369401, 0.260994, 0.187393, 0.0979373, 0.0264839, 0.00488034, 8.82343e-05, 8.9829e-29
0.559802, 0.382871, 0.273402, 0.198232, 0.105564, 0.0296377, 0.00573676, 0.000141899, 1.62078e-27
0.571482, 0.395423, 0.285068, 0.208511, 0.11292, 0.0327894, 0.00663332, 0.000196018, 2.32185e-26
0.58229, 0.407144, 0.296048, 0.218259, 0.120029, 0.0359227, 0.00756291, 0.000254779, 2.55498e-25
0.592317, 0.418108, 0.306394, 0.227507, 0.126848, 0.0390247, 0.00851907, 0.00031897, 2.08966e-24
0.601645, 0.428384, 0.316154, 0.236286, 0.133402, 0.0420854, 0.00949594, 0.000388754, 1.62473e-23
0.610344, 0.438032, 0.325371, 0.244625, 0.139698, 0.0450968, 0.0104883, 0.000464045, 1.03048e-22
0.618474, 0.447106, 0.334088, 0.252551, 0.145745, 0.0480531, 0.0114915, 0.000544652, 5.50275e-22
0.626081, 0.455654, 0.342339, 0.260091, 0.151552, 0.05095, 0.0125015, 0.000630302, 2.75231e-21
0.63323, 0.463719, 0.350161, 0.26727, 0.157129, 0.0537843, 0.0134837, 0.000720699, 1.16056e-20
0.639953, 0.471341, 0.357583, 0.274109, 0.162486, 0.056554, 0.0144884, 0.000815518, 4.61163e-20
0.646287, 0.478553, 0.364634, 0.280631, 0.167633, 0.0592578, 0.0154915, 0.000914422, 1.65678e-19
0.652264, 0.485387, 0.37134, 0.286856, 0.17258, 0.0618952, 0.0164902, 0.00101708, 5.18081e-19
0.657915, 0.491872, 0.377725, 0.292801, 0.177336, 0.0644663, 0.0174825, 0.00112315, 1.68235e-18
0.663263, 0.498034, 0.38381, 0.298485, 0.181911, 0.0669714, 0.0184667, 0.00123232, 4.68507e-18
0.668333, 0.503895, 0.389616, 0.303923, 0.186312, 0.0694114, 0.0194414, 0.00134427, 1.23804e-17
0.673145, 0.509477, 0.39516, 0.30913, 0.190549, 0.0717871, 0.0204054, 0.0014587, 3.25397e-17
0.677719, 0.514798, 0.400459, 0.31412, 0.19463, 0.0740998, 0.0213577, 0.00157532, 7.68688e-17
0.682073, 0.519877, 0.405529, 0.318906, 0.198562, 0.0763508, 0.0222976, 0.00169388, 1.68561e-16
0.686221, 0.524729, 0.410385, 0.323498, 0.202352, 0.0785414, 0.0232244, 0.0018141, 3.89167e-16
0.690177, 0.529369, 0.415038, 0.327909, 0.206008, 0.0806733, 0.0241377, 0.00193576, 8.20204e-16
0.693956, 0.53381, 0.419501, 0.332148, 0.209536, 0.0827481, 0.025037, 0.00205863, 1.62253e-15
0.697578, 0.538065, 0.423786, 0.336225, 0.212941, 0.0847674, 0.0259221, 0.00218249, 3.10119e-15
0.701032, 0.542146, 0.427902, 0.340149, 0.216231, 0.0867327, 0.0267927, 0.00230718, 6.0854e-15
0.704341, 0.546062, 0.43186, 0.343929, 0.219409, 0.0886459, 0.0276488, 0.00243248, 1.1212e-14
0.707512, 0.549823, 0.435667, 0.347571, 0.222482, 0.0905083, 0.0284903, 0.00255825, 1.97353e-14
0.710555, 0.553439, 0.439333, 0.351083, 0.225455, 0.0923218, 0.0293172, 0.00268434, 3.34263e-14
0.713477, 0.556917, 0.442865, 0.354471, 0.228331, 0.0940877, 0.0301296, 0.00281059, 5.69727e-14
0.716286, 0.560265, 0.446269, 0.357742, 0.231116, 0.0958077, 0.0309274, 0.00293688, 9.62928e-14
0.718986, 0.563491, 0.449554, 0.360902, 0.233813, 0.0974832, 0.0317109, 0.0030631, 1.56351e-13
0.721586, 0.5666, 0.452724, 0.363956, 0.236426, 0.0991157, 0.0324802, 0.00318913, 2.45883e-13
0.72409, 0.569599, 0.455786, 0.36691, 0.23896, 0.100707, 0.0332354, 0.00331487, 3.76769e-13
0.726503, 0.572494, 0.458745, 0.369767, 0.241417, 0.102257, 0.0339768, 0.00344023, 5.63306e-13
0.72883, 0.575289, 0.461607, 0.372533, 0.2438, 0.103769, 0.0347045, 0.00356514, 8.6269e-13
0.731076, 0.577991, 0.464375, 0.375212, 0.246114, 0.105243, 0.0354187, 0.00368951, 1.29318e-12
0.733245, 0.580603, 0.467054, 0.377808, 0.24836, 0.106681, 0.0361197, 0.00381328, 1.88859e-12
0.735341, 0.58313, 0.469649, 0.380324, 0.250542, 0.108084, 0.0368078, 0.00393639, 2.69921e-12
0.737368, 0.585576, 0.472163, 0.382764, 0.252663, 0.109453, 0.037483, 0.00405878, 3.78841e-12
0.739328, 0.587945, 0.4746, 0.385132, 0.254724, 0.110788, 0.0381457, 0.0041804, 5.23036e-12
